1.000000000000000000e+00 6.078843871752420691e-03 -8.987535908634015414e+00 -8.987392629538042854e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000000e+01 2.765388502015007910e-02 -8.112176200688903549e+00 -6.995877234865398364e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.500000000000000000e+01 4.928099473317464063e-02 -8.029385773368989732e+00 -6.882705623611563794e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.700000000000000000e+01 6.932133999135758895e-02 -7.994554737256723165e+00 -6.823368327519093945e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.900000000000000000e+01 9.050860636764102019e-02 -7.971984143211362728e+00 -6.781775879030459642e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+02 1.111825878090328679e-01 -7.955233547713022269e+00 -6.750907406710507708e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.230000000000000000e+02 1.306331033176846013e-01 -7.941490159915882252e+00 -6.725392800780153557e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.420000000000000000e+02 1.506760372055901409e-01 -7.932334503526966785e+00 -6.708566609302404338e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.660000000000000000e+02 1.704884605275260034e-01 -7.922405825795349799e+00 -6.690605003426230546e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.860000000000000000e+02 1.905026474926206914e-01 -7.915343958882853137e+00 -6.678327450198447757e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.100000000000000000e+02 2.099634880489773259e-01 -7.907991016527168959e+00 -6.665958584373358420e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.350000000000000000e+02 2.295614116721683140e-01 -7.901477184546576993e+00 -6.654983448834966175e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.590000000000000000e+02 2.488717424869537342e-01 -7.896017905121256675e+00 -6.645799176295311916e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.790000000000000000e+02 2.703969450129403151e-01 -7.891908804718624992e+00 -6.638751392920814176e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+02 2.895259752538469344e-01 -7.887984329428918251e+00 -6.632059568769543390e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.270000000000000000e+02 3.087826975186666045e-01 -7.883280753449472655e+00 -6.624162923768561306e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.550000000000000000e+02 3.282739852534399816e-01 -7.878701207102807302e+00 -6.616542197168873152e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.830000000000000000e+02 3.478381799989276324e-01 -7.874565062820570560e+00 -6.609550478350902480e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.110000000000000000e+02 3.671800880299674330e-01 -7.870688178424418702e+00 -6.602954334522411095e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.390000000000000000e+02 3.866701675123638826e-01 -7.867164364112482211e+00 -6.597063262144042817e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.680000000000000000e+02 4.062685480382707270e-01 -7.863829526999219333e+00 -6.591952413961547741e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.980000000000000000e+02 4.255706877840889635e-01 -7.860641333418615595e+00 -6.587140549854773930e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.260000000000000000e+02 4.448200939098994056e-01 -7.857868162994021688e+00 -6.582837605756131971e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.540000000000000000e+02 4.640638838873969441e-01 -7.855260699182789352e+00 -6.579046414035404133e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.820000000000000000e+02 4.831274053123262302e-01 -7.852781173117437952e+00 -6.575293711272880870e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.110000000000000000e+02 5.026073886288536796e-01 -7.850414182219568104e+00 -6.571555530349749041e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.400000000000000000e+02 5.216559094190597046e-01 -7.848166251517293190e+00 -6.568162790213953883e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.690000000000000000e+02 5.407833344406551834e-01 -7.846044506969937160e+00 -6.564911088020230601e+00 0.000000000000000000e+00 0.000000000000000000e+00
